titre,description,ville,type_bien,etage,prix,surface,pieces,DPE,full_description,lien
Vente Appartement 28 m² Venissieux,Studio et garage inclu,Venissieux,Appartement,2,108000,28.0,1,C,"Studio lumineux – Secteur Moulin à Vent / Limite Lyon 8

Nicolas LEGER, O6 O8 O8 43 9O es ravi de vous proposer, dans le secteur du Moulin à Vent à Vénissieux, à la limite immédiate de Lyon 8ème, ce charmant studio au 2ème étage d'une résidence de standing récente (2007).

Il vous séduira par son cadre de vie calme et agréable.

 Les atouts du bien

 Belle luminosité : appartement baigné de lumière naturelle, offrant une atmosphère chaleureuse
 Emplacement stratégique : à proximité immédiate des tramways T6, bus C25 et C16, commerces et commodités
 Résidence de qualité : copropriété récente, bien entretenue, avec espaces verts et gestion rigoureuse

 Idéal investissement

Une opportunité rare dans un secteur dynamique et recherché, à deux pas de Lyon 8ème.
Parfait pour un investissement locatif rentable et sécurisé.

 Grand garage box en sous-sol inclu dans le prix (valeur 18 000 €)

 FONCIA Transaction – 2 place Ambroise Courtois, Lyon 8ème

 Faites confiance à FONCIA, leader de l'immobilier, pour un accompagnement sur mesure dans tous vos projets.

 Offre All Inclusive By Foncia (investissement locatif) : un accompagnement complet pour sécuriser et optimiser votre projet !",https://www.etreproprio.com/immobilier-25268193-vente-studio-et-garage-inclu-venissieux
Vente Appartement 89 m² Lyon-8e,Appartement 89 m² à Lyon-8e,Lyon-8e,Appartement,,223000,89.0,4,D,"Et si vous trouviez enfin l'appartement qui réunit espace, calme et praticité, aux portes de Lyon ? Dans le secteur recherché du Moulin à Vent, rue Ludovic Bonin, à deux pas de Lyon 8 ? , SAFTI Immobilier vous propose ce bel appartement familial T4 de 89 m², niché au 6 ? étage avec ascenseur d'une résidence sécurisée et parfaitement entretenue avec gardien. Dès l'entrée, une sensation d'espace et de fluidité s'impose. La pièce de vie lumineuse de 26 m² devient naturellement le coeur de l'appartement, prolongée par une magnifique loggia de 14 m². Véritable pièce en plus, elle s'adapte à vos envies : coin repas, espace détente, bureau lumineux ou même salle de sport à vous d'imaginer votre quotidien. La cuisine semi-ouverte, équipée et fonctionnelle, s'intègre parfaitement à cet espace convivial. Côté nuit, vous profitez de 3 chambres confortables, dont une avec accès direct au balcon, d'une salle de douche fonctionnelle, de WC séparés, et d'un agencement pensé pour préserver l'intimité de chacun. Les prestations annexes font toute la différence : buanderie, placards, cave et stationnement privatif en sous-sol, un confort précieux au quotidien. La résidence bénéficie d'un emplacement stratégique, à proximité de toutes les commodités : écoles, commerces, tramways T4 et T6, bus C12 / 34 / 35, ainsi que des grands axes. Vous rejoignez Gerland en 15 minutes et Part-Dieu ou Bellecour en environ 30 minutes. Cet appartement séduira particulièrement des acquéreurs en quête de calme, fonctionnalité et accessibilité, dans un secteur recherché aux portes de Lyon. Contactez-moi dès aujourd'hui pour organiser une visite. Visite virtuelle disponible sur demande. Le bien comprend 3 lots, et il est situé dans une copropriété de 222 lots (les charges courantes annuelles moyennes de copropriété sont de 3046 ¤ et le syndicat des copropriétaires ne fait pas l'objet d'une procédure citée à l'article L. 721-1 du code de la construction et de l'habitation).Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.frPrix de vente : 223 000 ¤Honoraires charge vendeurContactez votre conseiller SAFTI : Olivier PAGEAULT, Tél. : [Coordonnées masquées], E-mail : [Coordonnées masquées] - EI - Agent commercial immatriculé au RSAC de LYON sous le numéro 838 754 067.Informations LOI ALUR :  Soumis au régime de copropriété. Nombre de lots : 222.  Quote part annuelle(moyenne) : 3046 euros. Honoraires charge vendeur. (gedeon_26118_33053596)",https://www.etreproprio.com/immobilier-25272630-vente-appartement-89-m-a-lyon-8e-lyon-8e
Vente Appartement 70 m² Lyon-7e,Lyon 7 - T3 - 71 m² - Balcon Parking,Lyon-7e,Appartement,4,254000,70.0,3,C,"My Cocoon, l'agence aux honoraires fixes de 2%, vous présente :  Entre Place Jean Jaurès et Debourg, proche de l'ENS et de l'EM Lyon, et à quelques minutes du métro et du tram, venez découvrir ce T3 de 70,51 m², situé au 4ème étage avec ascenseur.  Il se compose d'une entrée avec placard, d'un séjour, d'une cuisine séparée pouvant être ouverte, les deux pièces donnant sur un agréable balcon à vivre de 6,23 m². Côté nuit, un dégagement donne accès aux deux chambres, à la salle de bains, et aux WC séparés. Un parking privatif en sous-sol complète le bien.  Les atouts de ce bien : lumineux, proximité des écoles et des transports.  --- POUR VISITER : Pauline BOREL O7 61 79 77 05 ---  Prix : 254000 Euros Honoraires Agence Inclus 2% TTC   Bien en copropriété : 187 lots - Pas de procédure en cours Charges annuelles ALUR : 1 270  euros (ascenseur, entretien des communs et espaces verts) Taxe foncière : 968  euros DPE : C / GES : A Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie des années 2[Coordonnées masquées]3 : 960 et 1340 euros.  Contact : Pauline Borel O7 61 79 77 05 Agent commercial RSAC / Lyon : 880 308 762 MY COCOON : 16 Rue Franklin, 69002 LYON Copropriété de 372 lots - dont 187 lots habitation.  Charges annuelles : 1270  euros.  Pauline BOREL (EI) Agent Commercial - Numéro RSAC : 880308762 - LYON.",https://www.etreproprio.com/immobilier-25272027-vente-lyon-7-t3-71-m-balcon-parking-lyon-7e
Vente Maison 135 m² Dommartin,Maison 135 m² à Dommartin,Dommartin,Maison,0,649000,135.0,,C,"Belle villa familiale entièrement rénovée d'une surface habitable d'environ 135 m². Surface Totale au sol 179 m² avec les annexes.Rez de Jardin Hall, Chambres, Salle d'eau, Buanderie et cave à vin. Rez de Chaussée, Salon / séjour double, cuisine aménagée, 3 chambres, salle d'eau. Annexe garage double d'environ 40 m².Terrain clos et arboré d'une surface de 821 m² avec piscine.Prestation : Portail et Garage, Automatique, 2 salles d'eau et Cuisine Aménagée, Chauffage au Sol, isolation par l'extérieur faite récemment.Emplacement Calme et Vue dégagée accès Lyon Rapide. Ramassage scolaire très proche.Informations LOI ALUR :  Statut du négociateur : Agent immobilier. Honoraires charge vendeur. (gedeon_158_33051467)",https://www.etreproprio.com/immobilier-25273847-vente-maison-135-m-a-dommartin-dommartin
Vente Maison 170 m² Givors,Maison 170 m² à Givors,Givors,Maison,1,350000,170.0,6,E,"Découvrez cette spacieuse maison familiale de 171 m² habitables, idéalement située à deux pas des écoles, commerces et transports. Un bien rare offrant de nombreux volumes et un fort potentiel d'aménagement. Le rez-de-chaussée accueille : Deux garages permettant stationnement et rangement, Une salle d'eau avec WC, Une grande pièce de plus de 30 m², actuellement aménagée en salle de jeux, idéale pour créer un studio, un espace professionnel ou une salle de sport. Un 1er étage lumineux et convivial, composé de : Une cuisine fonctionnelle, Un vaste salon / séjour, parfait pour les moments en famille, Deux chambres, dont une bénéficiant d'un accès direct à la terrasse, Une salle d'eau, Un WC indépendant. L'étage supérieur offre un véritable appartement autonome, comprenant : Une grande pièce de vie ouverte sur cuisine, Deux chambres supplémentaires, Une salle d'eau, Un WC indépendant. Idéal pour accueillir un proche, loger un adolescent en autonomie ou générer un revenu locatif. Vous profiterez également d'une grande terrasse exposée idéalement, donnant sur un terrain en surplomb constructible, laissant envisager de multiples projets : agrandissement, piscine, seconde habitationUn bien rare aux multiples possibilitésCette maison offre de très beaux volumes, une modularité exceptionnelle et un emplacement privilégié. Elle conviendra parfaitement à une grande famille, à un projet bi-famille ou à un investisseur recherchant un bien évolutif avec potentiel. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.frPrix de vente : 350 000 ¤Honoraires charge vendeurContactez votre conseiller SAFTI : Messaoud GOUSMI, Tél. : [Coordonnées masquées], E-mail : [Coordonnées masquées] - EI - Agent commercial immatriculé au RSAC de Lyon sous le numéro 513256214.Informations LOI ALUR :  Honoraires charge vendeur. (gedeon_26118_32143515)",https://www.etreproprio.com/immobilier-25273871-vente-maison-170-m-a-givors-givors
Vente Maison 141 m² Saint-Andeol-Le-Chateau,Maison 141 m² à Saint-Andeol-Le-Chateau,Saint-Andeol-Le-Chateau,Maison,,569900,141.0,5,C,"69700 BEAUVALLON CHASSAGNY - SECTEUR CALME - 5 PIÈCES - 4 CHAMBRES - 141.0m2  (126+15)- MAISON AVEC TERRASSE ET PISCINE ENTERRÉE SUR UN TERRAIN ARBORE DE 2800 M2

efficity, l'agence qui estime votre bien en ligne et Laurent DUMAS, vous propose cette superbe maison située à Beauvallon, dans un secteur paisible et recherché.

Cette charmante maison de 141m2, rénovée en 2017, offre un espace de vie extrêmement lumineux et confortable, idéal pour accueillir une famille. Son exposition Sud/Est assure une luminosité naturelle tout au long de la journée, créant une atmosphère agréable et chaleureuse.

Répartie sur deux niveaux, cette maison dispose d'un séjour spacieux, d'une cuisine équipée, de 4 chambres dont une suite parentale à l'étage avec dressing et baignoire d'angle, et de combles aménagés d'une surface de 15m2en coin vidéo. La terrasse de 108m2, idéale pour les moments de détente en extérieur, donne accès à une piscine enterrée, parfaite pour se rafraîchir durant les journées ensoleillées.

Côté extérieur, le terrain de 2800m2 offre un cadre idyllique avec une grande terrasse, 4 places de stationnement intérieur sur 3 garages fermés et environ 20 places de stationnement extérieur, assurant praticité et confort au quotidien pour recevoir famille et amis. Le secteur calme garantit une tranquillité absolue.

Ne manquez pas cette opportunité unique d'acquérir une maison lumineuse avec terrasse, piscine enterrée, et un vaste terrain, dans un cadre idyllique de Beauvallon. Contactez-nous dès maintenant pour plus d'informations et pour organiser une visite. Coup de cœur assuré !
 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Georisque : georisques. gouv. fr
 Laurent Dumas - EI - est Agent Commercial mandataire en immobilier, immatriculé au Registre Spécial des Agents Commerciaux du Tribunal de Commerce de Lyon 1er Arrondissement sous le n°942154121.
Siège social du mandant : effiCity, 48 avenue de Villiers - 75017 PARIS - Société par Actions Simplifiée, société au capital de 132 373,05 euros, immatriculée au RCS Paris 497 617 746 et titulaire de la Carte professionnelle CPI 75[Coordonnées masquées]02 025 - CCI Paris IDF - Caisse de Garantie : GALIAN Assurances 89 rue de la Boétie 75008 Paris",https://www.etreproprio.com/immobilier-23119058-vente-maison-141-m-a-saint-andeol-le-chateau-saint-andeol-le-chateau
Vente Maison 144 m² Limas,Maison 4 chambre(s) à vendre,Limas,Maison,0,435000,144.0,6,C,"UNIQUEMENT chez REMAX IMMOCALADE, découvrez à LIMAS une maison d'environ 144m2 habitable entièrement rénovée qui se distingue par son équilibre : des volumes bien pensés, des prestations actuelles et un emplacement qui simplifie réellement le quotidien.
Ici, tout est accessible rapidement : gare de Villefranche-sur-Saône, axes autoroutiers, écoles et commodités. Un vrai gain de temps au quotidien.
Derrière son portail motorisé, la maison s’installe sur une parcelle de 605 m², plate et entièrement close. Un extérieur facile à entretenir, avec plusieurs possibilités d’aménagement et du stationnement supplémentaire au sein de la propriété.
À l’intérieur, les volumes s’ouvrent naturellement. La pièce de vie accueille une cuisine ouverte sur le salon et la salle à manger, prolongée par une véranda qui apporte une vraie continuité à l’espace. L’ensemble est lumineux, agréable et bien structuré.
Le rez-de-chaussée propose également une suite parentale avec salle d’eau, dressing et WC, offrant un confort de vie appréciable. Un WC indépendant et des rangements complètent ce niveau.
À l’étage, l’espace nuit se compose de trois chambres, d’un palier de distribution et d’une salle d’eau avec WC. Une organisation simple et efficace.
Le sous-sol complet renforce le côté pratique avec un double garage, une buanderie, une cave et une borne de recharge pour véhicule électrique.
Côté prestations, la maison a été rénovée avec cohérence : chaudière Viessmann, huisseries PVC, poêle à bois, matériaux de qualités, portail motorisé, système domotisé. L’ensemble est soigné, fonctionnel et sans travaux à prévoir.
Un bien équilibré, bien situé, prêt à être investi sans attendre. 
Maryse LEPRETRE, conseillère en immobilier 
*7.72.72.47.79 
[Coordonnées masquées]  
RSAC: 901114504 EI     
 Honoraires à la charge du vendeur. 
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr .",https://www.etreproprio.com/immobilier-25270989-vente-maison-4-chambres-a-vendre-limas
Vente Appartement 44 m² Rillieux-La-Pape,T2 Rillieux-la-Pape 44 m² balcon vue dégagée ascenseur cave garage  Loup Pendu proche Lyon,Rillieux-La-Pape,Appartement,6,159000,44.0,2,C,"DUFOSSÉ IMMOBILIER vous présente en exclusivité ce T2 avec balcon et vue dégagée à Rillieux-la-Pape (Secteur Loup Pendu ) T2 Rillieux-la-Pape 44 m² situé au 6ème étage avec ascenseur, lumineux, sans vis-à-vis, avec balcon de 10 m², cave et garage possible, dans résidence sécurisée avec gardien.  Appartement à vendre à Rillieux-la-Pape, idéalement situé dans le secteur proche du Loup Pendu à proximité immédiate de Lyon, des transports, commerces et écoles.  Ce T2 de 44 m² se compose de : - Entrée avec rangements - Séjour lumineux de plus de 18 m² avec accès balcon - Balcon de 9,95 m² avec vue dégagée - Cuisine indépendante - Chambre confortable - Salle d'eau rénovée - WC séparés Appartement lumineux avec balcon, sans vis-à-vis, en étage élevé avec ascenseur, offrant une vue dégagée très recherchée sur le secteur de Rillieux-la-Pape. Les +  - Appartement Rillieux-la-Pape avec balcon - Vue dégagée sans vis-à-vis - 6ème étage avec ascenseur - Résidence sécurisée avec gardien - Cave incluse - Garage fermé possible - Façade récente - Bonne performance énergétique DPE C  Localisation Rillieux-la-Pape 69140   - Proche Polyclinique Lyon Nord - Transports TCL (C2, C5, 33) - Accès rapide Lyon, Villeurbanne, A46 - Quartier Loup Pendu recherché  Appartement T2 à vendre à Rillieux-la-Pape idéal pour résidence principale, proche Lyon, avec balcon, ascenseur, cave et garage.  Prix : 139 000  euros Garage en supplément : 18 000 euros  Nadine DA COSTA-BLEIN Dufossé Immobilier [Coordonnées masquées] [Coordonnées masquées]       Copropriété de 266 lots - dont 116 lots habitation.  Charges annuelles : 155  euros.",https://www.etreproprio.com/immobilier-24627747-vente-t2-rillieux-la-pape-44-m-balcon-vue-degagee-ascenseur-cave-garage-loup-pendu-proche-lyon-rillieux-la-pape
Vente Maison 67 m² Taluyers,Maison 67 m² à Taluyers,Taluyers,Maison,,275000,67.0,3,D,"69440-Maison rénovée – 2 chambres – Jardin – Taluyers centre

La Team MALACHENKO Efficity a le plaisir de vous présenter cette charmante maison individuelle de 2 chambres, située dans un environnement calme, sans aucun vis-à-vis, située en plein centre de la commune prisée de Taluyers.

Charmante maison de 67 m², entièrement rénovée en 2020 avec des matériaux de qualité.
Elle offre :

Un séjour lumineux et spacieux

2 chambres confortables (une à chaque étage)

Un jardin intimiste de 30 m², sans vis-à-vis

Garage + 3 stationnements extérieurs + cellier

 Située en plein centre de Taluyers, dans un environnement calme et recherché.

 À visiter sans attendre !

Ne laissez pas passer l'opportunité de visiter ce petit bijou au cœur de Taluyers. Contactez-nous, au [Coordonnées masquées], dès maintenant pour planifier une visite!
 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Georisque : georisques. gouv. fr
 Lionel Malachenko - EI - est Agent Commercial mandataire en immobilier, immatriculé au Registre Spécial des Agents Commerciaux du Tribunal de Commerce de Lyon 3e Arrondissement sous le n°489259846.
Siège social du mandant : effiCity, 48 avenue de Villiers - 75017 PARIS - Société par Actions Simplifiée, société au capital de 132 373,05 euros, immatriculée au RCS Paris 497 617 746 et titulaire de la Carte professionnelle CPI 75[Coordonnées masquées]02 025 - CCI Paris IDF - Caisse de Garantie : GALIAN Assurances 89 rue de la Boétie 75008 Paris",https://www.etreproprio.com/immobilier-25268427-vente-maison-67-m-a-taluyers-taluyers
Vente Appartement 45 m² Lyon-7e,"Appartement T2 de 45m² au 9em étage avec un grand balcon de 12.83m² et un cellier, Lyon 7ᵉ",Lyon-7e,Appartement,9,319900,45.0,2,C,"Appartement T2 de 45m² au 9em étage avec un grand balcon de 12.83m² et un cellier, Lyon 7ᵉ

Situé au 9ᵉ étage d'une résidence de standing, dans le 7em arrondissement de Lyon, cet appartement T2 offre un cadre de vie agréable, au calme, avec vue sur parc tout en restant proche de toutes les commodités.

D'une surface habitable de 45,08 m², il se compose d'une entrée de 4,21 m² desservant une belle pièce de vie de 21,37 m², lumineuse et facile à aménager.

La chambre de 12,38 m² offre un espace confortable, tandis que la salle d'eau de 7,12 m² complète l'ensemble avec fonctionnalité.

L'atout majeur de ce bien est son grand balcon de 12.83m², véritable espace extérieur, idéal pour profiter d'un environnement verdoyant en cœur de ville, ainsi qu'un cellier.

Situé dans une résidence récente, ce logement conviendra parfaitement à une résidence principale, un premier achat, ou un investissement locatif dans un secteur très recherché du 7ᵉ arrondissement de Lyon proche de l'école EM Lyon.",https://www.etreproprio.com/immobilier-25275477-vente-appartement-t2-de-45m-au-9em-etage-avec-un-grand-balcon-de-1283m-et-un-cellier-lyon-7-lyon-7e
Vente Appartement 144 m² Craponne,RARE À LA VENTE   Superbe appartement de 144 m2 au dernier étage avec 3 balcons   Craponne (69290,Craponne,Appartement,,589000,144.0,5,C,"Situé au 3ᵉ et dernier étage d’une résidence récente (2012) très recherchée, au calme et à deux pas du centre-ville de Craponne, ce bien d’exception développe 144,54 m2 Carrez et bénéficie de trois balcons offrant différentes expositions. Cet appartement spacieux propose aujourd’hui une configuration rare, idéale pour une grande famille, une profession libérale ou un espace indépendant pour un proche. LES ATOUTS MAJEURSDernier étage3 balcons (14,43 m2   11,73 m2   6,70 m2)Climatisation & chauffage au solMatériaux haut de gammePrestations sur mesure réalisées par un ébéniste (portes, placards, bibliothèques et dressing)Résidence de standing (2012)   seulement 24 logements  ESPACE DE VIE PRINCIPAL (environ 95 m2) Entrée, séjour, salle à manger, cuisine (65 m2 environ) Une belle entrée avec puit de lumière dessert un grand séjour lumineux, ouvert sur un balcon exposé sud disposant d’une belle vue sur les Monts du Lyonnais, idéal pour profiter du soleil toute la journée.  Le séjour communique avec une cuisine semi-ouverte, parfaitement équipée avec des matériaux et de l’électroménager haut de gamme. Suite parentale d’environ 30 m2 Un véritable espace dédié, composé de :Une chambre ouvrant sur un balcon Une salle d’eau élégante et moderneUn WC indépendantUn vaste dressing entièrement aménagé sur mesure  ESPACE INDÉPENDANT   Idéal pour adolescent, parent, amis ou profession libérale (Environ 49m2) Ce second espace comprend :Une chambreUne salle d’eauUn WCUne cuisine/buanderieUn séjour pouvant également servir de chambre ou bureau   Cet espace offre de multiples possibilités.  STATIONNEMENT & ANNEXESPossibilité d'un garage en sous sol en supplément)Possibilité d'une place extérieure en supplémentCopropriété sécurisée et bien entretenue disposant d’un local vélo ENVIRONNEMENT L’appartement se situe dans un quartier résidentiel calme, tout en étant à proximité immédiate du centre-ville, des commerces, des écoles, des transports et de toutes les commodités de Craponne. Un appartement rare sur le marché, alliant volumes, confort moderne, prestations haut de gamme et modularité exceptionnelle.  Le montant annuel des charges de copropriété est de 2876 euros. Copropriété de 24 lots. Aucune procédure en cours. Montant estimé des dépenses annuelles d'énergie pour un usage standard compris entre 1680 et 2340 euros par an. Prix moyens des énergies indexés sur les années 2021, 2022,2023 » Les informations sur les risques auxquelles ce bien est exposé sont disponibles sur le site Géorisques : www.georidques.gouv.fr",https://www.etreproprio.com/immobilier-24857089-vente-rare-a-la-vente-superbe-appartement-de-144-m2-au-dernier-etage-avec-3-balcons-craponne-69290-craponne
Vente Appartement 206 m² Irigny,Appartement 206 m² à Irigny,Irigny,Appartement,,699000,206.0,5,D,"EXCLUSIVITÉ : VISITE VIRTUELLE VIDÉO DISPONIBLE SUR NOTRE SITE WEB ET SUR INSTAGRAM @pourquoi_pas_vous_immo

POURQUOI PAS vivre dans un appartement du Manoir de Montcorin, demeure historique du XVII? siècle, au coeur d'un domaine unique mêlant patrimoine, nature et calme absolu ?

Un duplex familial de 206 m² en rez-de-jardin, offrant des volumes rares, un extérieur privatif, la fraîcheur naturelle d'un parc arboré en été et le charme incomparable d'un lieu chargé d'histoire.

Surface utile totale d'environ 206 m² (185 m² Carrez) + terrain privatif paysagé de 600 m².

Disposition : 1 entrée, 1 cuisine récente, 1 grand séjour, 1 chambre parentale avec 1 salle d'eau attenante et 1 mezzanine, 3 chambres, 1 salle de bains, 1 seconde salle d'eau, 2 WC dont 1 avec espace buanderie.

Les +
- Duplex familial de 206 m² utiles au sein d'un manoir du XVII? siècle
- Calme absolu, rare aux portes de Lyon
- Fraîcheur naturelle exceptionnelle en été
- Grand séjour lumineux exposé Sud/Ouest
- Cheminée entièrement refaite avec foyer fermé
- 4 chambres dont une suite parentale
- Terrain privatif paysagé d'environ 600 m²
- Parc arboré de 7 000 m² entourant la résidence
- Plus de 10 hectares de champs autour du domaine
- Accès par une majestueuse allée de platanes de 200 mètres
- Volumes généreux avec véritable esprit maison
- 3 pièces d'eau (2 salles d'eau + 1 salle de bains)
- Cuisine, salles d'eau et peintures récentes
- Chaudière de moins de 2 ans
- Terrasses en pierre
- Serre ouverte aménagée

- 1 cave
- 2 places de parking

À quelques minutes de Saint-Genis-Laval, du périphérique, de l'A6 et des accès rapides vers Lyon centre

Charges mensuelles de copropriété de 390
Taxe foncière annuelle de 1 771

Un bien rare mêlant patrimoine, nature, prestations récentes et qualité de vie exceptionnelle, idéal pour une famille recherchant de l'espace sans renoncer à Lyon.

Contactez-moi sans tarder pour organiser une visite !

Antoine LECANU[Coordonnées masquées]Instagram @antoine_pourquoipasvous

POURQUOI PAS VOUS ?



Honoraires à la charge du vendeur.  Dans une copropriété de 13 lots. Aucune procédure n'est en cours. Classe énergie D, Classe climat D Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2021 : entre 2964.00 et 4011.00 . Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. 

Votre conseiller Pourquoi Pas Vous Immobilier : Antoine LECANU
Agent commercial (Entreprise individuelle).
Visite virtuelle disponible sur le compte INSTAGRAM @pourquoi_pas_vous_immo",https://www.etreproprio.com/immobilier-24945172-vente-appartement-206-m-a-irigny-irigny
Vente Appartement 70 m² Lyon-7e,Place Saint Louis - T3 - 70 m² - Balcon Cave,Lyon-7e,Appartement,3,299000,70.0,3,D,"My Cocoon, l'agence aux honoraires fixes de 2%, vous présente :  A quelques pas du très recherché et animé quartier Saint Louis,  venez découvrir cet appartement T3 de 70,06 m², situé au 3° étage d'un immeuble de standing, rue de la Madeleine, au pied des commerces, marchés, écoles, et transports en communs.  L'entrée comprend un placard de rangement et donne accès au séjour très lumineux et à la cuisine. Cette dernière peut être ouverte, permettant de bénéficier d'un espace de vie de 33 m². Les deux pièces, ainsi qu'une des chambres donnent sur un balcon à vivre de 5,27 m².  Côté nuit, un dégagement avec placard dessert deux chambres, une salle de bains, et des WC séparés.  Une cave complète le bien. Un garage en sous-sol est proposé à la vente en sus de façon indissociable.  Les atouts : - Quartier Saint Louis - Lumineux - Local vélos  --- POUR VISITER : Pauline BOREL O7 61 79 77 05 ---  Prix : 299 000 Euros Honoraires Agence Inclus 2% TTC  Bien en copropriété : 28 lots d'habitation - Pas de procédure en cours Charges annuelles ALUR : 1 108  euros (eau froide, ascenseur, entretien des communs) Taxe foncière : 1 126  euros DPE : D / GES : B Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie des années 2021, 2022, 2023 : 1170 et 1630 euros.  Contact : Pauline Borel O7 61 79 77 05 Agent commercial RSAC / Lyon : 880 308 762 MY COCOON : 16 Rue Franklin, 69002 LYON Copropriété de 86 lots - dont 28 lots habitation.  Charges annuelles : 1108  euros.  Pauline BOREL (EI) Agent Commercial - Numéro RSAC : 880308762 - LYON.",https://www.etreproprio.com/immobilier-25272026-vente-place-saint-louis-t3-70-m-balcon-cave-lyon-7e
Vente Appartement 85 m² Lyon-3e,Beau plateau bourgeois 85m2 à aménager en T4,Lyon-3e,Appartement,2,330000,85.0,4,,"29 cours Gambetta, à seulement 200m du métro. Au 2e étage avec ascenseur d'un bel immeuble bourgeois, cet appartement de 85m2 possède toutes les caractéristiques de l'ancien : parquets, cheminée et hauteur sous-plafonds.
Possibilité d'achat clé en main avec travaux de rénovation complète pour une transformation en beau T4 comprenant une entrée avec rangements, une pièce de vie de plus de 40m2 baignée de lumière avec cuisine us, 3 grandes chambres, dont une suite parentale avec salle d'eau, une salle de bains et wc séparé.
Idéal pour une famille souhaitant adapter un projet sur mesure dans un immeuble bourgeois au coeur de Lyon.
Visite virtuelle disponible à la demande.
Référence agence : 565",https://www.etreproprio.com/immobilier-25275674-vente-beau-plateau-bourgeois-85m2-a-amenager-en-t4-lyon-3e
Vente Maison 337 m² Saint-Pierre-De-Chandieu,Maison 337 m² à Saint-Pierre-De-Chandieu,Saint-Pierre-De-Chandieu,Maison,3,750000,337.0,5,B,"JUNE IMMOBILIER vous emmène au coeur d'un environnement paisible, cette propriété hors norme construite en 2006 déploie des volumes impressionnants et un cadre de vie unique sur un terrain de 4 300 m² environ. D'une surface utile de 568 m², dont 343 m² habitables, cette maison séduit d'emblée par ses proportions généreuses et sa conception résolument tournée vers le confort et l'espace. Au rez-de-chaussée, la pièce de vie de près de 128 m² impressionne par sa luminosité et son ouverture avec son plafond cathédrale. Cet espace central, à la fois vaste et chaleureux, invite naturellement à la convivialité. De plain-pied, vous accéderez également à une chambre, une salle d'eau et un WC séparé. En complément de ce niveau, une buanderie, un cellier ainsi qu'un grand garage double de 65 m² apportent des solutions pratiques au quotidien. À l'étage, le confort se prolonge avec une somptueuse suite parentale d'environ 60 m², comprenant une chambre, un dressing, une salle de bain privative et un balcon donnant sur le jardin. Deux autres chambres de plus de 20 m² chacune offrent également de très beaux volumes, tandis qu'une troisième salle de bain complète ce niveau. Le sous-sol, véritable atout supplémentaire de cette maison, développe plus de 130 m² de surface annexe : cave, espaces de rangement, zones techniques. de quoi répondre à tous les besoins d'organisation ou de loisirs. Enfin, la maison est équipée d'un chauffage au sol alimenté par une pompe à chaleur géothermique, garantissant un confort thermique optimal tout en maîtrisant la consommation énergétique. Cette demeure d'exception séduira les amateurs d'espace, de calme et de prestations rares. Certaines finitions et remises aux normes seront à prévoir. Pour plus d'informations ou organiser une visite, l'équipe de l'Agence June se tient à votre disposition au [Coordonnées masquées] ou Delphine VITTI au [Coordonnées masquées]. Honoraires charges vendeurs - DPE B - June immobilier 3, route de Marennes 69970 Chaponnay - www.june-immobilier.com.Informations LOI ALUR :Honoraires charge vendeur. (gedeon_89919_33050454)",https://www.etreproprio.com/immobilier-25270216-vente-maison-337-m-a-saint-pierre-de-chandieu-saint-pierre-de-chandieu
